Tourist_ID,Come_From,Age,Gender,Travel_Purpose,Preferred_Destination,total_cost_USD,Travel_Frequency_per_Year,travel_with,Traveler_Type
T3758,France,44,Female,Leisure,Business,1588.38225,7.0,Unknown,Medium
T3759,Switzerland,73,Other,Leisure,Discovery,6378.06,7.0,With Family,High
T3760,Poland,20,Male,Leisure,Discovery,1901.1525,7.0,Without Family,Medium
T3761,Argentina,22,Other,Leisure,Discovery,3863.6325,7.0,With Family,High
T3762,UK,56,Female,Leisure,Discovery,2602.92151,7.0,With Family,Medium
T3763,Italy,58,Other,Leisure,Culture,4114.29529,7.0,With Family,High
T3764,UK,42,Other,Leisure,Beach,105.26685,7.0,With Family,Low
T3765,France,67,Other,Leisure,Beach,4844.8725,7.0,With Family,High
T3766,UK,71,Other,Leisure,Culture,1778.4975,7.0,With Family,Medium
T3767,UK,72,Other,Leisure,Beach,526.33425,7.0,With Family,Low
T3768,UK,71,Other,Leisure,Beach,4210.674,7.0,With Family,High
T3769,Canada,39,Other,Leisure,Beach,7077.1935,7.0,With Family,High
T3770,Sweden,45,Male,Leisure,Discovery,2453.1,7.0,With Family,Medium
T3771,Zimbabwe,40,Male,Other,Adventure,185.0,7.0,Unknown,Low
T3772,Australia,39,Other,Leisure,Culture,2606.41875,7.0,With Family,Medium
T3773,France,72,Other,Leisure,Beach,3358.6084,7.0,With Family,High
T3774,Germany,26,Other,Leisure,Discovery,2015.16504,7.0,With Family,Medium
T3775,USA,18,Other,Leisure,Discovery,1563.85125,7.0,With Family,Medium
T3776,USA,22,Female,Leisure,Discovery,183.9825,7.0,Without Family,Low
T3777,Japan,48,Male,Leisure,Discovery,1576.11675,7.0,Unknown,Medium
T3778,Australia,44,Other,Leisure,Discovery,13676.0325,7.0,With Family,High
T3779,Japan,48,Male,Business,Discovery,613.275,7.0,Unknown,Low
T3780,South Africa,39,Other,Leisure,Beach,1226.55,7.0,With Family,Medium
T3781,France,39,Male,Leisure,Culture,429.2925,7.0,Unknown,Low
T3782,Italy,31,Other,Leisure,Discovery,503.79126,7.0,With Family,Low
T3783,Spain,61,Female,Leisure,Discovery,339.75435,7.0,Without Family,Low
T3784,USA,31,Male,Leisure,Discovery,2839.46325,7.0,Without Family,Medium
T3785,Italy,70,Other,Leisure,Beach,4450.15613,7.0,With Family,High
T3786,Germany,24,Other,Leisure,Beach,2637.0825,7.0,With Family,Medium
T3787,Italy,60,Other,Leisure,Beach,3106.71277,7.0,With Family,High
T3788,Italy,20,Other,Leisure,Beach,1839.825,7.0,With Family,Medium
T3789,Australia,49,Other,Leisure,Business,2146.4625,7.0,With Family,Medium
T3790,Oman,57,Other,Leisure,Culture,167.93042,7.0,With Family,Low
T3791,Kenya,48,Male,Leisure,Discovery,306.6375,7.0,Without Family,Low
T3792,Zimbabwe,63,Male,Leisure,Culture,306.6375,7.0,Without Family,Low
T3793,UK,57,Other,Leisure,Adventure,613.275,7.0,With Family,Low
T3794,Germany,19,Other,Leisure,Beach,1679.3042,7.0,With Family,Medium
T3795,Zimbabwe,20,Male,Business,Discovery,122.655,7.0,Without Family,Low
T3796,Italy,27,Other,Leisure,Beach,3165.72555,7.0,With Family,High
T3797,Zimbabwe,23,Female,Leisure,Beach,122.655,7.0,Without Family,Low
T3798,France,21,Other,Leisure,Beach,251.89563,7.0,With Family,Low
T3799,Zimbabwe,32,Male,Business,Adventure,124.73625,7.0,Without Family,Low
T3800,Kenya,52,Other,Leisure,Beach,1042.5675,7.0,With Family,Medium
T3801,Kenya,22,Male,Business,Discovery,1073.23125,7.0,Unknown,Medium
T3802,Zambia,72,Other,Business,Discovery,203.5,7.0,With Family,Low
T3803,Uganda,33,Male,Leisure,Adventure,148.0,7.0,Without Family,Low
T3804,Zimbabwe,19,Male,Business,Discovery,152.292,7.0,Without Family,Low
T3805,Zambia,70,Male,Business,Adventure,220.779,7.0,Unknown,Low
T3806,Malaysia,42,Male,Leisure,Business,1484.1255,7.0,Without Family,Medium
T3807,Italy,51,Other,Leisure,Beach,134.344336,7.0,With Family,Low
T3808,Germany,57,Male,Leisure,Adventure,8745.3015,7.0,Without Family,High
T3809,Italy,40,Other,Leisure,Beach,6316.7325,7.0,With Family,High
T3810,Italy,20,Other,Leisure,Beach,3022.74756,7.0,With Family,High
T3811,Zimbabwe,48,Female,Business,Adventure,613.275,7.0,Without Family,Low
T3812,Italy,72,Male,Leisure,Beach,1091.54773,7.0,Unknown,Medium
T3813,Zimbabwe,36,Male,Other,Beach,613.275,7.0,Without Family,Low
T3814,Kenya,24,Male,Business,Beach,135.05,7.0,Unknown,Low
T3815,Italy,31,Other,Leisure,Beach,2575.755,7.0,With Family,Medium
T3816,UK,66,Other,Leisure,Beach,6439.3875,7.0,With Family,High
T3817,Kenya,58,Female,Business,Beach,367.965,7.0,Without Family,Low
T3818,Italy,64,Other,Leisure,Discovery,2391.7725,7.0,With Family,Medium
T3819,Italy,74,Other,Leisure,Beach,4618.08655,7.0,With Family,High
T3820,USA,29,Other,Leisure,Discovery,13185.4125,7.0,With Family,High
T3821,UK,50,Other,Leisure,Beach,2453.1,7.0,With Family,Medium
T3822,South Africa,75,Other,Leisure,Beach,8045.07576,7.0,With Family,High
T3823,South Africa,47,Male,Business,Mountain,306.6375,7.0,Unknown,Low
T3824,Zambia,43,Female,Leisure,Adventure,185.0,7.0,Unknown,Low
T3825,Zimbabwe,40,Male,Leisure,Beach,184.038,7.0,Unknown,Low
T3826,Zambia,32,Female,Business,Discovery,288.23925,7.0,Without Family,Low
T3827,Zambia,69,Male,Business,Discovery,111.0,7.0,Unknown,Low
T3828,Zambia,22,Male,Other,Beach,643.93875,7.0,Without Family,Low
T3829,Kenya,19,Male,Leisure,Adventure,178.09506,7.0,Unknown,Low
T3830,China,28,Female,Leisure,Discovery,122.655,7.0,Without Family,Low
T3831,Kenya,48,Male,Leisure,Discovery,919.9125,7.0,With Family,Low
T3832,UK,44,Other,Leisure,Beach,919.9125,7.0,With Family,Low
T3833,Taiwan,18,Other,Leisure,Discovery,3465.00375,7.0,With Family,High
T3834,India,69,Female,Business,Discovery,185.0,7.0,Unknown,Low
T3835,Portugal,35,Other,Leisure,Beach,8396.521,7.0,With Family,High
T3836,Germany,72,Other,Leisure,Discovery,919.9125,7.0,With Family,Low
T3837,USA,57,Female,Leisure,Discovery,2851.72875,7.0,Unknown,Medium
T3838,Switzerland,65,Male,Business,Discovery,367.965,7.0,Unknown,Low
T3839,South Africa,27,Male,Business,Discovery,163.5178,7.0,With Family,Low
T3840,France,63,Female,Leisure,Beach,3358.6084,7.0,With Family,High
T3841,UK,70,Female,Volunteering,Culture,1386.0015,7.0,Unknown,Medium
T3842,China,42,Male,Leisure,Discovery,2790.40125,7.0,Without Family,Medium
T3843,China,51,Female,Leisure,Discovery,2821.065,7.0,Without Family,Medium
T3844,Kenya,20,Male,Business,Discovery,321.969375,7.0,Unknown,Low
T3845,Italy,20,Other,Leisure,Discovery,6079.081204,7.0,With Family,High
T3846,South Africa,68,Male,Other,Adventure,306.6375,7.0,Without Family,Low
T3847,Italy,59,Other,Leisure,Discovery,621.86085,7.0,With Family,Low
T3848,Zambia,51,Male,Business,Discovery,260.596476,7.0,Without Family,Low
T3849,Zambia,24,Male,Business,Mountain,199.8,7.0,Without Family,Low
T3850,Zimbabwe,67,Male,Business,Discovery,183.9825,7.0,Without Family,Low
T3851,USA,52,Female,Leisure,Business,7727.265,7.0,With Family,High
T3852,Sudan,30,Other,Leisure,Beach,3066.375,7.0,With Family,High
T3853,Switzerland,65,Other,Leisure,Discovery,8279.2125,7.0,With Family,High
T3854,Zimbabwe,46,Male,Business,Discovery,222.0,7.0,Without Family,Low
T3855,UK,41,Female,Volunteering,Discovery,3052.73865,7.0,Unknown,High
T3856,Zimbabwe,52,Male,Business,Discovery,2453.1,7.0,Without Family,Medium
T3857,Israel,66,Other,Leisure,Discovery,10456.33875,7.0,With Family,High
T3858,Spain,24,Female,Volunteering,Discovery,117.7488,7.0,Without Family,Low
T3859,Italy,37,Other,Leisure,Discovery,613.275,7.0,With Family,Low
T3860,Germany,30,Female,Leisure,Discovery,286.9498,7.0,Without Family,Low
T3861,Sudan,70,Other,Leisure,Culture,1839.825,7.0,With Family,Medium
T3862,USA,39,Male,Leisure,Business,14074.66125,7.0,With Family,High
T3863,Zimbabwe,27,Male,Other,Adventure,152.292,7.0,Without Family,Low
T3864,Zimbabwe,65,Male,Leisure,Beach,210.9,7.0,Without Family,Low
T3865,Zimbabwe,48,Other,Other,Adventure,552.854,7.0,With Family,Low
T3866,Zimbabwe,67,Male,Leisure,Culture,147.186,7.0,Without Family,Low
T3867,Zimbabwe,75,Male,Business,Discovery,122.655,7.0,Without Family,Low
T3868,Uganda,22,Male,Leisure,Discovery,111.0,7.0,Without Family,Low
T3869,USA,41,Male,Leisure,Discovery,1410.5325,7.0,Unknown,Medium
T3870,France,75,Other,Leisure,Discovery,7788.5925,7.0,With Family,High
T3871,Spain,20,Other,Leisure,Discovery,7727.265,7.0,With Family,High
T3872,Germany,28,Other,Leisure,Beach,4282.22571,7.0,With Family,High
T3873,South Africa,20,Other,Leisure,business,3793.61296,7.0,With Family,High
T3874,Spain,48,Male,Leisure,Beach,5793.59949,7.0,With Family,High
T3875,Italy,52,Other,Leisure,Culture,306.6375,7.0,With Family,Low
T3876,Netherlands,36,Other,Leisure,Beach,3477.26925,7.0,With Family,High
T3877,Mozambique,21,Other,Business,Mountain,3618.3225,7.0,With Family,High
T3878,UK,23,Female,Volunteering,Culture,1343.07225,7.0,Unknown,Medium
T3879,USA,45,Other,Leisure,Discovery,306.6375,7.0,With Family,Low
T3880,UK,52,Male,Leisure,Beach,1956.34725,7.0,Without Family,Medium
T3881,Kenya,29,Male,Leisure,Discovery,1226.55,7.0,With Family,Medium
T3882,UK,73,Other,Leisure,Beach,306.6375,7.0,With Family,Low
T3883,UK,22,Other,Leisure,Discovery,11038.95,7.0,With Family,High
T3884,UK,63,Other,Leisure,Discovery,1839.825,7.0,With Family,Medium
T3885,USA,21,Other,Leisure,Business,7052.662499999999,7.0,With Family,High
T3886,New Zealand,73,Female,Leisure,Discovery,1839.825,7.0,Without Family,Medium
T3887,UK,61,Male,Leisure,Business,1042.5675,7.0,Without Family,Medium
T3888,Japan,66,Male,Education,Adventure,116.52225,7.0,Unknown,Low
T3889,Switzerland,61,Male,Leisure,Discovery,1625.17875,7.0,Without Family,Medium
T3890,Kenya,66,Male,Business,Mountain,111.0,7.0,Unknown,Low
T3891,Japan,69,Female,Education,Adventure,116.52225,7.0,Unknown,Low
T3892,USA,75,Female,Leisure,Business,1042.5675,7.0,Without Family,Medium
T3893,UK,24,Female,Leisure,Adventure,981.24,7.0,Without Family,Low
T3894,Zimbabwe,41,Other,Other,Adventure,456.889875,7.0,With Family,Low
T3895,Italy,23,Other,Leisure,Beach,3207.471022,7.0,With Family,High
T3896,Zimbabwe,66,Male,Other,Adventure,377.4,7.0,Without Family,Low
T3897,Australia,36,Female,Leisure,Discovery,1533.1875,7.0,Without Family,Medium
T3898,Belgium,21,Male,Volunteering,Adventure,104.25675,7.0,Without Family,Low
T3899,UK,25,Male,Leisure,Business,2154.435075,7.0,Without Family,Medium
T3900,Zimbabwe,62,Male,Business,Adventure,166.5,7.0,Without Family,Low
T3901,Germany,23,Other,Leisure,Discovery,1655.8425,7.0,With Family,Medium
T3902,Zambia,19,Male,Business,Beach,306.6375,7.0,Without Family,Low
T3903,Denmark,47,Other,Leisure,Beach,6982.2478,7.0,With Family,High
T3904,USA,72,Other,Leisure,Discovery,2146.4625,7.0,With Family,Medium
T3905,Italy,66,Female,Leisure,Beach,2281.383,7.0,Unknown,Medium
T3906,Spain,67,Female,Leisure,Discovery,923.61731,7.0,With Family,Low
T3907,France,51,Other,Leisure,Discovery,6151.14825,7.0,With Family,High
T3908,Italy,35,Other,Leisure,Culture,1287.8775,7.0,With Family,Medium
T3909,Zimbabwe,47,Male,Other,Adventure,183.9825,7.0,Without Family,Low
T3910,Zambia,39,Female,Business,Beach,192.4,7.0,Without Family,Low
T3911,Zimbabwe,29,Male,Business,Discovery,128.78775,7.0,Without Family,Low
T3912,China,39,Other,Leisure,Beach,3986.2875,7.0,With Family,High
T3913,Australia,70,Other,Leisure,Discovery,419.82605,7.0,With Family,Low
T3914,Zambia,24,Male,Business,Adventure,129.5,7.0,Without Family,Low
T3915,Australia,45,Other,Leisure,Beach,2146.4625,7.0,With Family,Medium
T3916,Italy,28,Other,Leisure,Discovery,6868.68,7.0,With Family,High
T3917,Germany,66,Other,Leisure,Beach,8312.55579,7.0,With Family,High
T3918,Australia,56,Other,Leisure,Discovery,5697.938025,7.0,With Family,High
T3919,USA,32,Male,Leisure,Business,1711.03725,7.0,Unknown,Medium
T3920,USA,22,Male,Leisure,Discovery,3679.65,7.0,Unknown,High
T3921,USA,54,Male,Leisure,Discovery,3158.36625,7.0,Unknown,High
T3922,UK,18,Male,Leisure,Discovery,2564.102775,7.0,Without Family,Medium
T3923,UK,21,Male,Leisure,Discovery,1257.21375,7.0,With Family,Medium
T3924,Spain,23,Other,Leisure,Discovery,797.2574999999999,7.0,With Family,Low
T3925,USA,66,Other,Leisure,Business,3679.65,7.0,With Family,High
T3926,France,48,Female,Business,Discovery,1444.201612,7.0,Without Family,Medium
T3927,Portugal,27,Other,Leisure,Discovery,7052.662499999999,7.0,With Family,High
T3928,Zambia,34,Male,Business,Discovery,1226.55,7.0,Without Family,Medium
T3929,Italy,60,Other,Leisure,Beach,981.24,7.0,With Family,Low
T3930,UK,18,Female,Leisure,Adventure,421.0674,7.0,Without Family,Low
T3931,Spain,40,Female,Leisure,Beach,8480.48621,7.0,With Family,High
T3932,South Africa,65,Other,Leisure,Beach,1349.205,7.0,With Family,Medium
T3933,Sweden,28,Other,Leisure,Adventure,9250.0,7.0,With Family,High
T3934,UK,21,Other,Leisure,Beach,2631.67125,7.0,With Family,Medium
T3935,UK,39,Female,Leisure,Business,1839.825,7.0,Without Family,Medium
T3936,South Africa,56,Other,Leisure,Beach,9811.068,7.0,With Family,High
T3937,France,37,Other,Business,Beach,3084.77325,7.0,With Family,High
T3938,UK,73,Female,Leisure,Business,1870.48875,7.0,Without Family,Medium
T3939,Spain,24,Other,Leisure,Beach,3924.96,7.0,With Family,High
T3940,Oman,52,Female,Leisure,Beach,2146.4625,7.0,Unknown,Medium
T3941,South Africa,39,Female,Leisure,Beach,5396.0874,7.0,With Family,High
T3942,Italy,74,Other,Leisure,Discovery,3385.278,7.0,With Family,High
T3943,Germany,19,Other,Leisure,Beach,14718.6,7.0,With Family,High
T3944,UK,32,Other,Leisure,Discovery,1073.23125,7.0,With Family,Medium
T3945,Italy,48,Other,Leisure,Beach,4240.243105,7.0,With Family,High
T3946,India,69,Other,Leisure,Discovery,4360.38525,7.0,With Family,High
T3947,USA,68,Female,Leisure,Discovery,6194.0775,7.0,Unknown,High
T3948,India,28,Other,Leisure,Discovery,3189.03,7.0,With Family,High
T3949,Canada,71,Female,Leisure,Discovery,5366.360342,7.0,Without Family,High
T3950,Kenya,37,Male,Business,Discovery,1480.0,7.0,Without Family,Medium
T3951,Germany,22,Male,Leisure,Discovery,839.6521,7.0,Without Family,Low
T3952,UK,40,Other,Leisure,Discovery,12878.775,7.0,With Family,High
T3953,Uganda,39,Male,Business,Beach,148.0,7.0,Unknown,Low
T3954,Netherlands,70,Other,Leisure,Discovery,10425.675,7.0,With Family,High
T3955,Germany,66,Female,Leisure,Culture,610.5,7.0,Unknown,Low
T3956,UK,37,Female,Leisure,Culture,2106.599625,7.0,Without Family,Medium
T3957,Spain,74,Other,Leisure,Beach,839.6521,7.0,With Family,Low
T3958,Spain,39,Other,Leisure,Business,245.31,7.0,With Family,Low
T3959,UK,24,Female,Leisure,Discovery,1673.742915,7.0,Without Family,Medium
T3960,Italy,69,Male,Leisure,Discovery,1858.22325,7.0,Without Family,Medium
T3961,Netherlands,69,Other,Leisure,Discovery,957.203394,7.0,With Family,Low
T3962,Malaysia,42,Male,Leisure,Discovery,919.9125,7.0,Without Family,Low
T3963,USA,31,Female,Leisure,Discovery,3688.849125,7.0,With Family,High
T3964,USA,68,Female,Leisure,Discovery,2767.710075,7.0,Without Family,Medium
T3965,France,32,Other,Leisure,Business,5541.70386,7.0,With Family,High
T3966,USA,45,Female,Leisure,Discovery,2888.52525,7.0,Without Family,Medium
T3967,France,20,Other,Leisure,Discovery,6320.41215,7.0,With Family,High
T3968,Croatia,69,Female,Leisure,Beach,2099.13025,7.0,Unknown,Medium
T3969,Belgium,30,Other,Leisure,Discovery,551.9475,7.0,With Family,Low
T3970,China,67,Female,Volunteering,Discovery,5980.6578,7.0,With Family,High
T3971,USA,65,Male,Leisure,Discovery,8156.5575,7.0,Without Family,High
T3972,USA,45,Female,Leisure,Discovery,2830.264125,7.0,Without Family,Medium
T3973,France,19,Other,Leisure,Beach,6439.3875,7.0,With Family,High
T3974,Zimbabwe,49,Male,Business,Discovery,245.31,7.0,Without Family,Low
T3975,Zambia,64,Female,Business,Discovery,8345.35,7.0,Without Family,High
T3976,Zimbabwe,53,Other,Leisure,Beach,355.2,7.0,With Family,Low
T3977,Rwanda,18,Female,Business,Mountain,551.9475,7.0,Without Family,Low
T3978,Germany,65,Other,Leisure,Beach,6314.183792000001,7.0,With Family,High
T3979,Zambia,48,Male,Business,Discovery,925.0,7.0,Without Family,Low
T3980,Germany,62,Other,Leisure,Beach,5373.77344,7.0,With Family,High
T3981,France,21,Other,Leisure,Discovery,7359.3,7.0,With Family,High
T3982,UK,58,Other,Leisure,Discovery,6746.025,7.0,With Family,High
T3983,Italy,57,Other,Leisure,Beach,2938.78235,7.0,With Family,Medium
T3984,Switzerland,20,Other,Leisure,Discovery,9199.125,7.0,With Family,High
T3985,India,23,Male,Leisure,Beach,122.655,7.0,Without Family,Low
T3986,Italy,41,Other,Leisure,Beach,613.275,7.0,With Family,Low
T3987,Italy,57,Other,Leisure,Beach,503.79126,7.0,With Family,Low
T3988,Zambia,25,Male,Other,Adventure,183.9825,7.0,Without Family,Low
T3989,Zambia,44,Female,Business,Discovery,432.9,7.0,Without Family,Low
T3990,UK,63,Female,Leisure,Beach,1594.515,7.0,With Family,Medium
T3991,Italy,34,Other,Leisure,Beach,3022.74756,7.0,With Family,High
T3992,Germany,74,Other,Leisure,Beach,10411.68604,7.0,With Family,High
T3993,Australia,32,Male,Leisure,Culture,5703.4575,7.0,Unknown,High
T3994,France,19,Other,Leisure,Discovery,5373.77344,7.0,With Family,High
T3995,India,39,Male,Business,Mountain,392.496,7.0,Without Family,Low
T3996,Taiwan,21,Other,Leisure,Discovery,6868.68,7.0,With Family,High
T3997,UK,68,Male,Leisure,Business,2023.8075,7.0,Unknown,Medium
T3998,Canada,66,Female,Leisure,Discovery,12265.5,7.0,With Family,High
T3999,Serbia,58,Male,Leisure,Beach,742.0627499999999,7.0,Without Family,Low
T4000,USA,65,Male,Leisure,Business,8831.16,7.0,With Family,High
T4001,South Africa,68,Other,Leisure,Beach,1724.718,7.0,With Family,Medium
T4002,Spain,24,Other,Leisure,Discovery,2812.834535,7.0,With Family,Medium
T4003,South Africa,67,Other,Leisure,Beach,2897.6412212,7.0,With Family,Medium
T4004,Belgium,74,Other,Leisure,Beach,1594.515,7.0,With Family,Medium
T4005,South Africa,19,Other,Leisure,Beach,437.216013,7.0,With Family,Low
T4006,Austria,67,Male,Leisure,Beach,587.75647,7.0,Without Family,Low
T4007,Zambia,29,Male,Business,Discovery,429.2925,7.0,Without Family,Low
T4008,Zambia,21,Male,Leisure,Culture,306.6375,7.0,Without Family,Low
T4009,Spain,58,Other,Leisure,Discovery,6132.75,7.0,With Family,High
T4010,USA,58,Other,Leisure,Discovery,7972.575,7.0,With Family,High
T4011,South Africa,74,Female,Leisure,Beach,1437.265,7.0,With Family,Medium
T4012,Zambia,34,Male,Business,Discovery,203.5,7.0,Without Family,Low
T4013,Uganda,37,Male,Other,Adventure,188.7,7.0,Without Family,Low
T4014,Zambia,57,Male,Business,Discovery,538.313,7.0,Unknown,Low
T4015,Canada,24,Other,Leisure,Discovery,2851.72875,7.0,With Family,Medium
T4016,Australia,69,Other,Leisure,Discovery,208.5135,7.0,With Family,Low
T4017,UK,65,Female,Leisure,Discovery,1042.5675,7.0,Without Family,Medium
T4018,Kenya,37,Male,Business,Mountain,374.09775,7.0,Unknown,Low
T4019,Switzerland,20,Female,Leisure,Discovery,1429.0878742,7.0,Without Family,Medium
T4020,Italy,70,Male,Business,Discovery,367.965,7.0,Unknown,Low
T4021,Japan,44,Male,Education,Adventure,128.78775,7.0,Unknown,Low
T4022,USA,22,Female,Leisure,Discovery,3679.65,7.0,With Family,High
T4023,Australia,18,Female,Leisure,Discovery,4329.7215,7.0,Unknown,High
T4024,Zambia,23,Male,Business,Culture,388.5,7.0,With Family,Low
T4025,Drc,19,Male,Business,Discovery,276.39,7.0,Unknown,Low
T4026,Zimbabwe,55,Other,Business,Beach,487.553625,7.0,With Family,Low
T4027,Canada,75,Other,Leisure,Beach,1287.8775,7.0,With Family,Medium
T4028,Germany,67,Other,Leisure,Beach,1872.424183,7.0,With Family,Medium
T4029,UK,21,Other,Leisure,Discovery,10947.7524,7.0,With Family,High
T4030,Spain,71,Other,Leisure,Discovery,5163.860415,7.0,With Family,High
T4031,Italy,56,Other,Leisure,Discovery,2980.764955,7.0,With Family,Medium
T4032,USA,24,Female,Leisure,Culture,153.31875,7.0,Without Family,Low
T4033,USA,34,Male,Leisure,Business,1349.205,7.0,Without Family,Medium
T4034,USA,65,Male,Leisure,Business,3127.7025,7.0,Unknown,High
T4035,USA,30,Female,Leisure,Culture,122.655,7.0,Without Family,Low
T4036,Germany,54,Other,Leisure,Discovery,13676.0325,7.0,With Family,High
T4037,USA,25,Other,Leisure,Business,122.655,7.0,With Family,Low
T4038,USA,41,Female,Leisure,Discovery,183.9825,7.0,Without Family,Low
T4039,UK,68,Male,Leisure,Business,112.48,7.0,Unknown,Low
T4040,Spain,18,Other,Leisure,Discovery,919.9125,7.0,With Family,Low
T4041,Morocco,50,Other,Leisure,Discovery,551.9475,7.0,With Family,Low
T4042,Italy,22,Other,Leisure,Beach,429.2925,7.0,With Family,Low
T4043,Russia,22,Other,Leisure,Beach,4906.2,7.0,With Family,High
T4044,Zambia,46,Male,Leisure,Adventure,447.69075,7.0,Without Family,Low
T4045,Italy,18,Other,Leisure,Beach,245.31,7.0,With Family,Low
T4046,Poland,30,Other,Leisure,Beach,5519.475,7.0,With Family,High
T4047,USA,24,Other,Leisure,Discovery,9137.7975,7.0,With Family,High
T4048,Australia,53,Other,Leisure,Beach,5961.52991,7.0,With Family,High
T4049,Zimbabwe,22,Male,Other,Adventure,367.965,7.0,Without Family,Low
T4050,Uae,23,Female,Leisure,Beach,1698.77175,7.0,With Family,Medium
T4051,USA,19,Female,Business,Discovery,3066.375,7.0,Without Family,High
T4052,Germany,50,Other,Leisure,Discovery,4906.2,7.0,With Family,High
T4053,UK,65,Other,Leisure,Beach,2158.728,7.0,With Family,Medium
T4054,Germany,23,Male,Leisure,Beach,3802.305,7.0,Without Family,High
T4055,Oman,65,Male,Leisure,Culture,613.275,7.0,Unknown,Low
T4056,USA,19,Male,Business,Adventure,10364.3475,7.0,With Family,High
T4057,Ireland,35,Other,Leisure,Beach,5263.3425,7.0,With Family,High
T4058,Germany,25,Other,Leisure,Beach,1440.0033515,7.0,With Family,Medium
T4059,Canada,70,Other,Leisure,Discovery,613.275,7.0,With Family,Low
T4060,Spain,68,Other,Leisure,Discovery,429.2925,7.0,With Family,Low
T4061,Canada,25,Male,Leisure,Business,6684.6975,7.0,With Family,High
T4062,Australia,48,Female,Leisure,Discovery,6132.75,7.0,Without Family,High
T4063,USA,58,Other,Leisure,Discovery,1210.568775,7.0,With Family,Medium
T4064,Canada,31,Other,Leisure,Business,3035.71125,7.0,With Family,High
T4065,USA,64,Female,Business,Discovery,2450.6469,7.0,Unknown,Medium
T4066,Germany,65,Other,Leisure,Business,3005.0475,7.0,With Family,High
T4067,Austria,71,Male,Leisure,Beach,1226.55,7.0,With Family,Medium
T4068,Switzerland,36,Female,Leisure,Discovery,1226.55,7.0,Unknown,Medium
T4069,Kenya,28,Male,Other,Adventure,122.655,7.0,Without Family,Low
T4070,Zimbabwe,21,Other,Business,Discovery,245.495,7.0,With Family,Low
T4071,Zambia,65,Male,Business,business,156.76715,7.0,Without Family,Low
T4072,Zambia,70,Male,Business,Discovery,164.65,7.0,With Family,Low
T4073,Zimbabwe,31,Other,Business,Adventure,159.4515,7.0,With Family,Low
T4074,Zimbabwe,19,Male,Business,Discovery,183.9825,7.0,Unknown,Low
T4075,Zambia,23,Male,Business,Discovery,185.0,7.0,Unknown,Low
T4076,Drc,46,Male,Business,Discovery,189.81,7.0,Unknown,Low
T4077,Zambia,68,Male,Business,Discovery,201.132,7.0,Unknown,Low
T4078,Kenya,62,Male,Education,Beach,797.2574999999999,7.0,Without Family,Low
T4079,New Zealand,62,Other,Leisure,Discovery,3924.96,7.0,With Family,High
T4080,UK,65,Male,Leisure,Beach,613.275,7.0,Without Family,Low
T4081,Kenya,18,Male,Business,Discovery,1198.9894215000002,7.0,Unknown,Medium
T4082,UK,44,Other,Leisure,Culture,1684.2696,7.0,With Family,Medium
T4083,Spain,71,Female,Leisure,Discovery,1763.26941,7.0,Without Family,Medium
T4084,South Africa,72,Other,Leisure,Culture,1937.720673,7.0,With Family,Medium
T4085,USA,55,Other,Leisure,Discovery,10119.0375,7.0,With Family,High
T4086,UK,43,Male,Leisure,Discovery,674.6025,7.0,Without Family,Low
T4087,UK,20,Female,Volunteering,Beach,221.060385,7.0,Without Family,Low
T4088,Zambia,54,Male,Business,Discovery,2269.1175,7.0,Without Family,Medium
T4089,Zimbabwe,20,Male,Business,Discovery,245.31,7.0,Without Family,Low
T4090,Switzerland,24,Other,Leisure,Culture,275.97375,7.0,With Family,Low
T4091,Zimbabwe,18,Male,Business,Mountain,133.2,7.0,Without Family,Low
T4092,Zambia,19,Other,Business,Discovery,1226.55,7.0,With Family,Medium
T4093,Zambia,21,Male,Other,Adventure,185.0,7.0,Without Family,Low
T4094,South Africa,18,Male,Leisure,Beach,1533.1875,7.0,Without Family,Medium
T4095,Zimbabwe,68,Male,Business,Discovery,981.24,7.0,Without Family,Low
T4096,France,35,Female,Leisure,Discovery,870.8505,7.0,Without Family,Low
T4097,South Africa,20,Other,Business,Discovery,1839.825,7.0,With Family,Medium
T4098,South Africa,20,Female,Leisure,Discovery,613.275,7.0,Unknown,Low
T4099,Germany,48,Male,Leisure,Discovery,2177.12625,7.0,Without Family,Medium
T4100,Australia,65,Other,Leisure,Discovery,2506.28639,7.0,With Family,Medium
T4101,Germany,67,Female,Leisure,Discovery,2177.12625,7.0,Without Family,Medium
T4102,France,32,Other,Leisure,Culture,4240.243105,7.0,With Family,High
T4103,USA,23,Male,Business,Discovery,2514.4275,7.0,Unknown,Medium
T4104,UK,73,Female,Leisure,Beach,895.3815,7.0,Without Family,Low
T4105,Italy,35,Other,Leisure,Beach,3106.71277,7.0,With Family,High
T4106,Zimbabwe,24,Female,Leisure,Beach,337.30125,7.0,Without Family,Low
T4107,Uganda,49,Male,Business,Discovery,111.0,7.0,Unknown,Low
T4108,Zambia,33,Male,Other,Adventure,230.288,7.0,Unknown,Low
T4109,Drc,50,Male,Business,Discovery,271.95,7.0,Unknown,Low
T4110,Zambia,68,Male,Business,Beach,370.0,7.0,Without Family,Low
T4111,Zimbabwe,27,Male,Other,Adventure,104.25675,7.0,With Family,Low
T4112,Italy,36,Other,Leisure,Culture,245.31,7.0,With Family,Low
T4113,France,66,Female,Volunteering,Business,1427.40857,7.0,Unknown,Medium
